Date,Open,High,Low,Adj_Close,Volume
18-Aug-22,"64,167.49","64,459.74","64,006.63","64,183.99",84.92M
17-Aug-22,"64,726.06","64,726.06","63,948.05","64,167.49",100.79M
16-Aug-22,"64,021.60","64,786.09","64,008.17","64,726.06",97.63M
15-Aug-22,"63,996.11","64,439.74","63,895.08","64,021.60",104.83M
12-Aug-22,"64,616.68","64,645.29","63,996.11","63,996.11",87.61M
11-Aug-22,"63,161.18","64,766.71","63,158.53","64,616.68",125.55M
10-Aug-22,"63,770.91","63,770.91","62,743.26","63,161.18",112.10M
08-Aug-22,"63,114.01","64,001.38","62,873.52","63,770.91",75.43M
05-Aug-22,"62,327.03","63,242.59","62,327.03","63,114.01",96.44M
04-Aug-22,"62,199.10","63,014.63","62,176.96","62,327.03",120.96M
03-Aug-22,"61,452.99","62,689.13","61,452.99","62,199.10",106.40M
02-Aug-22,"62,155.49","62,155.49","61,063.14","61,588.20",135.13M
01-Aug-22,"62,473.81","62,951.83","61,785.28","62,155.49",124.23M
29-Jul-22,"62,169.99","62,711.48","61,948.26","62,473.81",161.23M
28-Jul-22,"61,985.48","63,028.25","61,985.48","62,169.99",126.90M
27-Jul-22,"62,017.11","62,255.65","61,784.92","61,985.48",0
26-Jul-22,"61,432.89","62,127.32","61,432.89","62,017.11",93.16M
25-Jul-22,"61,766.74","61,914.16","61,052.35","61,432.89",107.33M
22-Jul-22,"61,646.59","62,155.97","61,646.59","61,766.74",128.29M
21-Jul-22,"61,379.04","61,820.11","60,792.12","61,646.59",108.45M
20-Jul-22,"61,499.12","62,230.57","60,812.53","61,379.04",103.60M
19-Jul-22,"60,760.87","61,534.11","60,094.11","61,499.12",99.11M
18-Jul-22,"58,905.46","60,894.11","58,894.83","60,760.87",113.24M
15-Jul-22,"58,639.21","59,135.89","57,948.98","58,905.46",131.85M
14-Jul-22,"60,031.68","60,261.79","58,252.87","58,639.21",112.35M
13-Jul-22,"60,964.89","60,964.89","59,254.02","60,031.68",129.55M
12-Jul-22,"61,008.16","61,054.49","60,405.21","60,964.89",92.66M
11-Jul-22,"62,107.37","62,107.37","60,368.77","61,008.16",62.78M
08-Jul-22,"61,771.44","62,279.83","60,895.71","62,107.37",120.34M
07-Jul-22,"59,702.98","61,828.91","59,702.98","61,771.44",107.99M
06-Jul-22,"58,952.59","60,190.16","58,952.59","59,702.98",104.47M
05-Jul-22,"60,901.62","61,000.05","58,616.91","58,952.59",113.66M
04-Jul-22,"59,640.36","61,311.59","59,613.82","60,901.62",78.02M
01-Jul-22,"60,109.04","60,559.96","59,344.91","59,640.36",112.06M
30-Jun-22,"61,553.81","61,553.81","60,102.24","60,109.04",151.68M
29-Jun-22,"61,789.23","61,800.00","60,943.76","61,553.81",109.22M
28-Jun-22,"61,524.81","62,359.34","61,524.81","61,789.23",108.45M
27-Jun-22,"59,992.87","62,070.50","59,992.87","61,524.81",109.91M
24-Jun-22,"59,018.91","60,023.53","58,834.89","59,992.87",119.17M
23-Jun-22,"59,414.81","59,516.66","58,488.66","59,018.91",101.04M
22-Jun-22,"60,374.38","60,374.38","58,847.54","59,414.81",102.04M
21-Jun-22,"60,073.83","61,149.30","60,051.10","60,374.38",127.84M
20-Jun-22,"59,082.87","60,389.57","59,078.51","60,073.83",96.55M
17-Jun-22,"61,163.02","61,163.02","59,057.87","59,082.87",248.13M
15-Jun-22,"59,436.50","61,214.80","58,984.42","61,163.02",333.96M
14-Jun-22,"60,074.62","60,669.91","59,315.90","59,436.50",161.90M
13-Jun-22,"61,348.19","61,400.04","59,638.89","60,074.62",147.73M
10-Jun-22,"62,427.08","62,548.43","61,227.59","61,348.19",165.25M
09-Jun-22,"63,449.35","63,896.63","62,427.08","62,427.08",102.17M
08-Jun-22,"63,734.22","64,160.40","63,369.85","63,449.35",0
07-Jun-22,"64,535.61","64,566.14","63,208.98","63,734.22",96.32M
06-Jun-22,"64,318.95","64,872.77","64,226.58","64,535.61",68.53M
03-Jun-22,"64,427.33","65,126.93","64,301.51","64,318.95",69.42M
02-Jun-22,"64,237.10","64,760.16","64,217.94","64,427.33",103.60M
01-Jun-22,"65,431.16","65,509.24","63,923.85","64,237.10",110.81M
31-May-22,"65,335.09","65,639.78","64,953.02","65,431.16",282.09M
30-May-22,"63,882.81","65,460.19","63,882.81","65,335.09",114.20M
27-May-22,"63,019.00","63,994.08","62,745.13","63,882.81",123.99M
26-May-22,"61,176.02","63,121.42","61,156.80","63,019.00",124.43M
25-May-22,"61,176.93","61,682.23","60,345.32","61,176.02",146.90M
24-May-22,"61,787.53","61,787.53","60,978.03","61,176.93",95.66M
23-May-22,"60,999.46","62,215.00","60,999.46","61,787.53",104.11M
20-May-22,"61,725.52","62,718.07","60,999.46","60,999.46",160.27M
19-May-22,"62,494.43","62,502.30","61,028.81","61,725.52",110.95M
18-May-22,"63,026.74","63,337.88","62,358.01","62,494.43",104.64M
17-May-22,"62,495.81","63,679.87","62,495.81","63,026.74",115.46M
16-May-22,"61,991.97","62,582.73","61,722.43","62,495.81",88.91M
13-May-22,"60,641.20","62,007.17","60,587.94","61,991.97",0
12-May-22,"61,786.27","61,786.27","59,396.94","60,641.20",164.91M
11-May-22,"60,359.40","61,876.75","60,230.61","61,786.27",130.02M
10-May-22,"60,161.02","61,103.01","60,154.30","60,359.40",173.37M
09-May-22,"61,290.10","61,352.93","59,863.94","60,161.02",123.50M
06-May-22,"62,902.26","62,902.26","60,555.41","61,290.10",138.10M
05-May-22,"63,573.87","64,353.17","62,902.26","62,902.26",0
04-May-22,"64,401.30","64,440.64","63,293.40","63,573.87",111.21M
03-May-22,"65,475.55","65,568.78","64,351.42","64,401.30",117.55M
29-Apr-22,"64,551.99","66,128.11","64,551.99","65,475.55",146.58M
28-Apr-22,"63,336.92","64,651.24","63,310.31","64,551.99",105.74M
26-Apr-22,"62,895.89","64,058.03","62,895.89","63,336.92",105.84M
25-Apr-22,"65,385.48","65,403.54","62,864.14","62,895.89",166.87M
22-Apr-22,"66,417.55","66,417.55","65,354.26","65,385.48",106.68M
21-Apr-22,"66,765.06","66,945.26","66,143.43","66,417.55",0
20-Apr-22,"66,867.43","67,138.19","66,448.48","66,765.06",119.92M
19-Apr-22,"66,481.94","67,110.37","66,481.94","66,867.43",109.56M
14-Apr-22,"66,200.31","66,857.64","66,200.31","66,481.94",91.57M
13-Apr-22,"66,780.07","66,961.01","65,980.58","66,200.31",113.57M
