Date,Open,High,Low,Adj_Close,Vol.
08/08/2022,"12,230.02","12,324.90","12,226.74","12,297.29",156.64M
08/07/2022,"12,314.08","12,315.97","12,201.49","12,216.84",147.51M
08/04/2022,"12,292.72","12,329.22","12,243.41","12,291.54",183.52M
08/03/2022,"12,290.30","12,299.24","12,202.37","12,291.93",200.01M
08/02/2022,"12,334.02","12,334.47","12,221.21","12,310.63",210.26M
08/01/2022,"12,236.73","12,338.95","12,197.35","12,338.95",209.35M
07/31/2022,"12,225.31","12,268.51","12,186.20","12,199.08",177.79M
07/28/2022,"12,122.98","12,195.68","12,111.81","12,155.02",316.77M
07/27/2022,"12,004.92","12,097.62","11,984.31","12,052.18",138.65M
07/26/2022,"11,912.85","11,977.68","11,886.08","11,964.21",164.32M
07/25/2022,"11,961.79","11,962.15","11,858.52","11,874.22",163.76M
07/24/2022,"11,982.09","12,052.90","11,955.54","11,975.14",152.86M
07/21/2022,"11,930.99","11,987.97","11,834.92","11,987.97",166.68M
