,location,Cases,deaths,new_vaccinations,hosp_patients,median_age,extreme_poverty,male_smokers,female_smokers,total_smokers,diabetes_prevalence,population,population_density,life_expectancy
25,Senegal,91.51599587203302,2.127001067235859,5412.081967213115,0.0,18.70000000000034,38.0,16.600000000000254,0.39999999999999486,8.500000000000124,2.420000000000033,16876720.0,82.32799999999972,67.9400000000009
26,Algeria,277.75384615384615,7.175182481751825,56928.666666666664,0.0,29.099999999999532,0.5,30.40000000000051,0.7000000000000054,15.550000000000258,6.729999999999846,44177969.0,17.348000000000013,76.87999999999958
27,Kenya,353.7661795407098,6.008465608465609,53176.004784688994,0.0,20.0,36.79999999999975,20.40000000000003,1.2000000000000217,10.800000000000026,2.92000000000004,53005614.0,87.32399999999885,66.69999999999884
28,Pakistan,1613.105641025641,32.12906610703043,615943.0845070423,0.0,23.5,4.0,36.70000000000022,2.8000000000000216,19.75000000000012,8.350000000000149,231402116.0,255.5730000000025,67.2699999999986
29,Uzbekistan,255.77719665271965,1.7341101694915255,243985.03225806452,0.0,28.200000000000465,0.0,24.70000000000043,1.2999999999999767,13.000000000000203,7.569999999999914,34081449.0,76.13399999999933,71.72000000000081
30,Mozambique,243.08755274261603,2.5583238958097394,295812.0,0.0,17.70000000000031,62.900000000000986,29.09999999999956,5.100000000000001,17.09999999999978,3.300000000000042,32077072.0,37.727999999999675,60.849999999999035
31,Cambodia,137.4292828685259,5.136134453781513,90081.33580246914,0.0,25.599999999999635,0.0,33.7000000000004,2.0,17.8500000000002,4.0,16589023.0,90.67200000000096,69.8200000000002
32,Africa,12528.197568389058,260.1043566362715,1028100.2953846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1392394303.0,0.0,0.0
33,Rwanda,138.68410041841005,1.6670454545454545,32880.142857142855,0.0,20.299999999999635,56.0,21.0,4.699999999999916,12.849999999999959,4.280000000000088,13461888.0,494.8690000000051,69.01999999999863
34,Comoros,9.550660792951541,0.18070953436807094,0.0,0.0,20.399999999999945,18.100000000000247,23.599999999999852,4.400000000000063,13.999999999999957,11.879999999999876,821626.0,437.3520000000088,64.31999999999974
35,Equatorial Guinea,18.073298429319372,0.19934640522875818,639.0,0.0,22.400000000000148,0.0,0.0,0.0,0.0,7.779999999999934,1634466.0,45.194000000000514,58.73999999999956
36,Myanmar,668.4947033898305,20.74653887113951,3800.0,0.0,29.099999999999564,6.399999999999927,35.200000000000465,6.300000000000107,20.750000000000284,4.61000000000002,53798084.0,81.72100000000002,67.1299999999989
37,Bangladesh,2112.9065420560746,30.86673662119622,697091.3389830509,0.0,27.5,14.799999999999763,44.6999999999997,1.0,22.84999999999985,8.380000000000093,169356251.0,1265.0359999999991,72.58999999999821
38,Mauritania,66.26778242677824,1.0595111583421892,4931.8,0.0,20.299999999999635,6.0,0.0,0.0,0.0,2.4200000000000323,4614974.0,4.289000000000101,64.91999999999874
39,Djibouti,16.46379853095488,0.2032258064516129,12179.0,0.0,25.400000000000293,22.5,24.5,1.7000000000000286,13.100000000000014,6.0500000000001055,1105557.0,41.28500000000048,67.11000000000048
40,Lesotho,38.450390189520625,0.8404761904761905,0.0,0.0,22.200000000000376,59.59999999999907,53.90000000000087,0.39999999999999636,27.150000000000436,3.9400000000000466,2281454.0,73.56199999999949,54.330000000001135
41,Zimbabwe,271.47263157894736,5.913502109704641,23030.68656716418,0.0,19.600000000000048,21.400000000000077,30.700000000000486,1.599999999999981,16.150000000000233,1.819999999999987,15993524.0,42.728999999999516,61.4899999999995
42,Zambia,350.09863588667366,4.282515991471215,18375.87591240876,0.0,17.700000000000312,57.5,24.70000000000043,3.0999999999999464,13.900000000000187,3.940000000000047,19473125.0,22.995000000000008,63.88999999999952
43,Timor,24.583333333333332,0.24253075571177504,7881.0,0.0,18.0,30.299999999999518,78.09999999999977,6.300000000000108,42.19999999999994,6.859999999999904,1320942.0,87.17600000000107,69.5
44,Venezuela,570.1828631138976,6.178154825026511,0.0,0.0,29.0,0.0,0.0,0.0,0.0,6.470000000000027,28199866.0,36.253000000000235,72.05999999999905
45,Gabon,51.218848167539264,0.3217665615141956,1486.0,0.0,23.099999999999813,3.400000000000057,0.0,0.0,0.0,7.199999999999882,2341179.0,7.859000000000143,66.4700000000008
46,Saudi Arabia,847.5190918472653,9.926082365364309,166363.5386819484,0.0,31.900000000000546,0.0,25.400000000000315,1.7999999999999703,13.600000000000142,17.719999999999782,35950396.0,15.322000000000092,75.12999999999943
47,Indonesia,6685.985552115583,165.103125,808177.9217603912,0.0,29.29999999999952,5.699999999999898,76.09999999999974,2.8000000000000203,39.44999999999988,6.319999999999951,273753191.0,145.72500000000264,71.72000000000082
48,Kiribati,6.52851711026616,0.05,0.0,0.0,23.200000000000156,0.0,58.90000000000055,35.89999999999997,47.40000000000026,22.659999999999886,128874.0,143.70100000000062,68.36999999999993
49,Sao Tome and Principe,6.719185423365488,0.08920704845814978,0.0,0.0,18.700000000000326,32.29999999999951,0.0,0.0,0.0,2.4200000000000315,223107.0,212.84099999999538,70.38999999999952
50,Lower middle income,95023.2903865213,1318.6144697720515,7192405.952086553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3363196660.0,0.0,0.0
51,Laos,228.55602536997887,1.4186915887850466,35620.754385964916,0.0,24.40000000000024,22.7000000000004,51.1999999999994,7.300000000000119,29.24999999999976,4.0,7425058.0,29.71500000000013,67.91999999999871
